line_item_id,invoice_id,product_id,product_family_name,currency_code,line_amount,description,ticket_id
li_0057911,inv_037893,,PPR Charge,USD,375.00,PPR Charge for tkt_138898,tkt_138898
li_0030246,inv_026737,,PPR Charge,AUD,500.00,PPR Charge for tkt_24226,tkt_24226
li_0061953,inv_039165,,PPR Charge,USD,375.00,PPR Charge for tkt_157995,tkt_157995
li_0061954,inv_039165,,PPR Charge,USD,375.00,PPR Charge for tkt_157869,tkt_157869
li_0061955,inv_039165,,PPR Charge,USD,375.00,PPR Charge for tkt_158015,tkt_158015
li_0061956,inv_039165,,PPR Charge,USD,375.00,PPR Charge for tkt_157949,tkt_157949
li_0061957,inv_039165,,PPR Charge,USD,375.00,PPR Charge for tkt_157896,tkt_157896
li_0061958,inv_039165,,PPR Charge,USD,375.00,PPR Charge for tkt_158004,tkt_158004
li_0060900,inv_038872,,PPR Charge,USD,375.00,PPR Charge for tkt_152883,tkt_152883
li_0034411,inv_028474,,PPR Charge,AUD,500.00,PPR Charge for tkt_159970,tkt_159970
li_0048905,inv_034410,,PPR Charge,USD,375.00,PPR Charge for tkt_95944,tkt_95944
li_0044478,inv_032579,,PPR Charge,USD,375.00,PPR Charge for tkt_74856,tkt_74856
li_0063093,inv_039487,,PPR Charge,AUD,500.00,PPR Charge for tkt_163282,tkt_163282
li_0063094,inv_039487,,PPR Charge,AUD,500.00,PPR Charge for tkt_163208,tkt_163208
li_0063095,inv_039487,,PPR Charge,AUD,500.00,PPR Charge for tkt_163240,tkt_163240
li_0063096,inv_039487,,PPR Charge,AUD,500.00,PPR Charge for tkt_163384,tkt_163384
li_0063097,inv_039487,,PPR Charge,AUD,500.00,PPR Charge for tkt_163380,tkt_163380
li_0063098,inv_039487,,PPR Charge,AUD,500.00,PPR Charge for tkt_163266,tkt_163266
li_0063099,inv_039487,,PPR Charge,AUD,500.00,PPR Charge for tkt_163294,tkt_163294
li_0063100,inv_039487,,PPR Charge,AUD,500.00,PPR Charge for tkt_163331,tkt_163331
li_0063101,inv_039487,,PPR Charge,AUD,500.00,PPR Charge for tkt_163210,tkt_163210
li_0063102,inv_039487,,PPR Charge,AUD,500.00,PPR Charge for tkt_163368,tkt_163368
li_0061596,inv_039071,,PPR Charge,USD,375.00,PPR Charge for tkt_156275,tkt_156275
li_0039213,inv_030497,,PPR Charge,USD,375.00,PPR Charge for tkt_53690,tkt_53690
li_0052562,inv_035923,,PPR Charge,USD,375.00,PPR Charge for tkt_114283,tkt_114283
li_0030081,inv_026654,,PPR Charge,USD,375.00,PPR Charge for tkt_23561,tkt_23561
li_0045593,inv_033040,,PPR Charge,USD,375.00,PPR Charge for tkt_80337,tkt_80337
li_0062588,inv_039352,,PPR Charge,USD,375.00,PPR Charge for tkt_160850,tkt_160850
li_0062589,inv_039352,,PPR Charge,USD,375.00,PPR Charge for tkt_160915,tkt_160915
li_0062590,inv_039352,,PPR Charge,USD,375.00,PPR Charge for tkt_160817,tkt_160817
li_0062591,inv_039352,,PPR Charge,USD,375.00,PPR Charge for tkt_160816,tkt_160816
li_0062592,inv_039352,,PPR Charge,USD,375.00,PPR Charge for tkt_160913,tkt_160913
li_0046971,inv_033615,,PPR Charge,USD,375.00,PPR Charge for tkt_86267,tkt_86267
li_0059336,inv_038334,,PPR Charge,USD,375.00,PPR Charge for tkt_145845,tkt_145845
li_0063013,inv_039464,,PPR Charge,USD,375.00,PPR Charge for tkt_162931,tkt_162931
li_0063014,inv_039464,,PPR Charge,USD,375.00,PPR Charge for tkt_162839,tkt_162839
li_0063015,inv_039464,,PPR Charge,USD,375.00,PPR Charge for tkt_162957,tkt_162957
li_0063016,inv_039464,,PPR Charge,USD,375.00,PPR Charge for tkt_162913,tkt_162913
li_0063017,inv_039464,,PPR Charge,USD,375.00,PPR Charge for tkt_162880,tkt_162880
li_0059605,inv_038420,,PPR Charge,USD,375.00,PPR Charge for tkt_147256,tkt_147256
li_0048744,inv_034334,,PPR Charge,USD,375.00,PPR Charge for tkt_95159,tkt_95159
li_0042888,inv_031943,,PPR Charge,USD,375.00,PPR Charge for tkt_68327,tkt_68327
li_0043876,inv_032333,,PPR Charge,USD,375.00,PPR Charge for tkt_72207,tkt_72207
li_0048318,inv_034157,,PPR Charge,USD,375.00,PPR Charge for tkt_92799,tkt_92799
li_0063206,inv_039516,,PPR Charge,AUD,500.00,PPR Charge for tkt_163888,tkt_163888
li_0063207,inv_039516,,PPR Charge,AUD,500.00,PPR Charge for tkt_163821,tkt_163821
li_0063208,inv_039516,,PPR Charge,AUD,500.00,PPR Charge for tkt_163865,tkt_163865
li_0063209,inv_039516,,PPR Charge,AUD,500.00,PPR Charge for tkt_163866,tkt_163866
li_0060185,inv_038635,,PPR Charge,AUD,500.00,PPR Charge for tkt_149841,tkt_149841
li_0037606,inv_029850,,PPR Charge,USD,375.00,PPR Charge for tkt_48283,tkt_48283
li_0047695,inv_033907,,PPR Charge,USD,375.00,PPR Charge for tkt_90199,tkt_90199
li_0063459,inv_039568,,PPR Charge,AUD,500.00,PPR Charge for tkt_165101,tkt_165101
li_0063460,inv_039568,,PPR Charge,AUD,500.00,PPR Charge for tkt_165053,tkt_165053
li_0063461,inv_039568,,PPR Charge,AUD,500.00,PPR Charge for tkt_165063,tkt_165063
li_0063475,inv_039573,,PPR Charge,AUD,500.00,PPR Charge for tkt_165195,tkt_165195
li_0063476,inv_039573,,PPR Charge,AUD,500.00,PPR Charge for tkt_165154,tkt_165154
li_0063477,inv_039573,,PPR Charge,AUD,500.00,PPR Charge for tkt_165162,tkt_165162
li_0058690,inv_038140,,PPR Charge,USD,375.00,PPR Charge for tkt_142040,tkt_142040
li_0040868,inv_031164,,PPR Charge,USD,375.00,PPR Charge for tkt_59782,tkt_59782
li_0030201,inv_026715,,PPR Charge,USD,375.00,PPR Charge for tkt_159310,tkt_159310
li_0030202,inv_026715,,PPR Charge,USD,375.00,PPR Charge for tkt_159290,tkt_159290
li_0030203,inv_026715,,PPR Charge,USD,375.00,PPR Charge for tkt_159301,tkt_159301
li_0030204,inv_026715,,PPR Charge,USD,375.00,PPR Charge for tkt_159309,tkt_159309
li_0052449,inv_035879,,PPR Charge,AUD,500.00,PPR Charge for tkt_113734,tkt_113734
li_0062254,inv_039264,,PPR Charge,USD,375.00,PPR Charge for tkt_159351,tkt_159351
li_0062255,inv_039264,,PPR Charge,USD,375.00,PPR Charge for tkt_159387,tkt_159387
li_0062256,inv_039264,,PPR Charge,USD,375.00,PPR Charge for tkt_159347,tkt_159347
li_0063548,inv_039593,,PPR Charge,USD,375.00,PPR Charge for tkt_165730,tkt_165730
li_0056053,inv_037244,,PPR Charge,USD,375.00,PPR Charge for tkt_130815,tkt_130815
li_0062336,inv_039285,,PPR Charge,AUD,500.00,PPR Charge for tkt_159696,tkt_159696
li_0046761,inv_033524,,PPR Charge,USD,375.00,PPR Charge for tkt_85327,tkt_85327
li_0046762,inv_033524,,PPR Charge,USD,375.00,PPR Charge for tkt_85340,tkt_85340
li_0050297,inv_035001,,PPR Charge,USD,375.00,PPR Charge for tkt_103131,tkt_103131
li_0049488,inv_034643,,PPR Charge,AUD,500.00,PPR Charge for tkt_99205,tkt_99205
li_0062049,inv_039194,,PPR Charge,USD,375.00,PPR Charge for tkt_158392,tkt_158392
li_0057304,inv_037686,,PPR Charge,USD,375.00,PPR Charge for tkt_136329,tkt_136329
li_0063397,inv_039554,,PPR Charge,USD,375.00,PPR Charge for tkt_164675,tkt_164675
li_0063398,inv_039554,,PPR Charge,USD,375.00,PPR Charge for tkt_164680,tkt_164680
li_0037202,inv_029670,,PPR Charge,USD,375.00,PPR Charge for tkt_46671,tkt_46671
li_0049767,inv_034780,,PPR Charge,USD,375.00,PPR Charge for tkt_100674,tkt_100674
li_0061877,inv_039153,,PPR Charge,USD,375.00,PPR Charge for tkt_157595,tkt_157595
li_0061878,inv_039153,,PPR Charge,USD,375.00,PPR Charge for tkt_157676,tkt_157676
li_0061879,inv_039153,,PPR Charge,USD,375.00,PPR Charge for tkt_157624,tkt_157624
li_0061880,inv_039153,,PPR Charge,USD,375.00,PPR Charge for tkt_157677,tkt_157677
li_0034546,inv_028540,,PPR Charge,USD,375.00,PPR Charge for tkt_36339,tkt_36339
li_0026961,inv_025202,,PPR Charge,AUD,500.00,PPR Charge for tkt_12568,tkt_12568
li_0026962,inv_025202,,PPR Charge,AUD,500.00,PPR Charge for tkt_12566,tkt_12566
li_0049196,inv_034519,,PPR Charge,USD,375.00,PPR Charge for tkt_97566,tkt_97566
li_0038877,inv_030372,,PPR Charge,AUD,500.00,PPR Charge for tkt_52484,tkt_52484
li_0038878,inv_030372,,PPR Charge,AUD,500.00,PPR Charge for tkt_52480,tkt_52480
li_0038879,inv_030372,,PPR Charge,AUD,500.00,PPR Charge for tkt_52482,tkt_52482
li_0062412,inv_039301,,PPR Charge,USD,375.00,PPR Charge for tkt_160042,tkt_160042
li_0062309,inv_039272,,PPR Charge,USD,375.00,PPR Charge for tkt_159563,tkt_159563
li_0055678,inv_037107,,PPR Charge,USD,375.00,PPR Charge for tkt_129176,tkt_129176
li_0037818,inv_029927,,PPR Charge,AUD,500.00,PPR Charge for tkt_57586,tkt_57586
li_0032635,inv_027788,,PPR Charge,USD,375.00,PPR Charge for tkt_31743,tkt_31743
li_0032636,inv_027788,,PPR Charge,USD,375.00,PPR Charge for tkt_31746,tkt_31746
li_0059672,inv_038446,,PPR Charge,USD,375.00,PPR Charge for tkt_147540,tkt_147540
li_0059673,inv_038446,,PPR Charge,USD,375.00,PPR Charge for tkt_147536,tkt_147536
li_0059674,inv_038446,,PPR Charge,USD,375.00,PPR Charge for tkt_147535,tkt_147535
li_0062299,inv_039271,,PPR Charge,USD,375.00,PPR Charge for tkt_159436,tkt_159436
li_0062300,inv_039271,,PPR Charge,USD,375.00,PPR Charge for tkt_159432,tkt_159432
li_0062301,inv_039271,,PPR Charge,USD,375.00,PPR Charge for tkt_159512,tkt_159512
li_0062302,inv_039271,,PPR Charge,USD,375.00,PPR Charge for tkt_159610,tkt_159610
li_0062303,inv_039271,,PPR Charge,USD,375.00,PPR Charge for tkt_159442,tkt_159442
li_0062304,inv_039271,,PPR Charge,USD,375.00,PPR Charge for tkt_159618,tkt_159618
li_0062305,inv_039271,,PPR Charge,USD,375.00,PPR Charge for tkt_159569,tkt_159569
li_0062306,inv_039271,,PPR Charge,USD,375.00,PPR Charge for tkt_159518,tkt_159518
li_0062307,inv_039271,,PPR Charge,USD,375.00,PPR Charge for tkt_159430,tkt_159430
li_0062308,inv_039271,,PPR Charge,USD,375.00,PPR Charge for tkt_159516,tkt_159516
li_0059197,inv_038293,,PPR Charge,USD,375.00,PPR Charge for tkt_145043,tkt_145043
li_0062750,inv_039403,,PPR Charge,AUD,500.00,PPR Charge for tkt_161632,tkt_161632
li_0062751,inv_039403,,PPR Charge,AUD,500.00,PPR Charge for tkt_161588,tkt_161588
li_0062752,inv_039403,,PPR Charge,AUD,500.00,PPR Charge for tkt_161625,tkt_161625
li_0062753,inv_039403,,PPR Charge,AUD,500.00,PPR Charge for tkt_161628,tkt_161628
li_0052909,inv_036036,,PPR Charge,USD,375.00,PPR Charge for tkt_115811,tkt_115811
li_0062435,inv_039311,,PPR Charge,AUD,500.00,PPR Charge for tkt_160186,tkt_160186
li_0062436,inv_039311,,PPR Charge,AUD,500.00,PPR Charge for tkt_160205,tkt_160205
li_0026563,inv_025022,,PPR Charge,USD,375.00,PPR Charge for tkt_148792,tkt_148792
li_0042336,inv_031753,,PPR Charge,USD,375.00,PPR Charge for tkt_65824,tkt_65824
li_0049071,inv_034474,,PPR Charge,USD,375.00,PPR Charge for tkt_97089,tkt_97089
li_0029577,inv_026436,,PPR Charge,USD,375.00,PPR Charge for tkt_21956,tkt_21956
li_0042789,inv_031895,,PPR Charge,USD,375.00,PPR Charge for tkt_67924,tkt_67924
li_0050048,inv_034905,,PPR Charge,USD,375.00,PPR Charge for tkt_101919,tkt_101919
li_0050049,inv_034905,,PPR Charge,USD,375.00,PPR Charge for tkt_101922,tkt_101922
li_0053809,inv_036379,,PPR Charge,USD,375.00,PPR Charge for tkt_119805,tkt_119805
li_0049937,inv_034859,,PPR Charge,USD,375.00,PPR Charge for tkt_101416,tkt_101416
li_0041992,inv_031609,,PPR Charge,USD,375.00,PPR Charge for tkt_64334,tkt_64334
li_0047124,inv_033675,,PPR Charge,USD,375.00,PPR Charge for tkt_87339,tkt_87339
li_0045639,inv_033061,,PPR Charge,USD,375.00,PPR Charge for tkt_80546,tkt_80546
li_0053917,inv_036415,,PPR Charge,USD,375.00,PPR Charge for tkt_120227,tkt_120227
li_0043996,inv_032383,,PPR Charge,USD,375.00,PPR Charge for tkt_72619,tkt_72619
li_0061787,inv_039129,,PPR Charge,USD,375.00,PPR Charge for tkt_157117,tkt_157117
li_0061788,inv_039129,,PPR Charge,USD,375.00,PPR Charge for tkt_157092,tkt_157092
li_0061789,inv_039129,,PPR Charge,USD,375.00,PPR Charge for tkt_157131,tkt_157131
li_0061790,inv_039129,,PPR Charge,USD,375.00,PPR Charge for tkt_157132,tkt_157132
li_0061791,inv_039129,,PPR Charge,USD,375.00,PPR Charge for tkt_157047,tkt_157047
li_0061792,inv_039129,,PPR Charge,USD,375.00,PPR Charge for tkt_157122,tkt_157122
li_0061793,inv_039129,,PPR Charge,USD,375.00,PPR Charge for tkt_157121,tkt_157121
li_0061794,inv_039129,,PPR Charge,USD,375.00,PPR Charge for tkt_157129,tkt_157129
li_0061795,inv_039129,,PPR Charge,USD,375.00,PPR Charge for tkt_157140,tkt_157140
li_0061796,inv_039129,,PPR Charge,USD,375.00,PPR Charge for tkt_157169,tkt_157169
li_0063538,inv_039592,,PPR Charge,USD,375.00,PPR Charge for tkt_165707,tkt_165707
li_0063539,inv_039592,,PPR Charge,USD,375.00,PPR Charge for tkt_165743,tkt_165743
li_0063540,inv_039592,,PPR Charge,USD,375.00,PPR Charge for tkt_165726,tkt_165726
li_0063541,inv_039592,,PPR Charge,USD,375.00,PPR Charge for tkt_165673,tkt_165673
li_0063542,inv_039592,,PPR Charge,USD,375.00,PPR Charge for tkt_165662,tkt_165662
li_0063543,inv_039592,,PPR Charge,USD,375.00,PPR Charge for tkt_165674,tkt_165674
li_0063544,inv_039592,,PPR Charge,USD,375.00,PPR Charge for tkt_165671,tkt_165671
li_0063545,inv_039592,,PPR Charge,USD,375.00,PPR Charge for tkt_165701,tkt_165701
li_0063546,inv_039592,,PPR Charge,USD,375.00,PPR Charge for tkt_165703,tkt_165703
li_0063547,inv_039592,,PPR Charge,USD,375.00,PPR Charge for tkt_165722,tkt_165722
li_0058841,inv_038189,,PPR Charge,USD,375.00,PPR Charge for tkt_143315,tkt_143315
li_0058842,inv_038189,,PPR Charge,USD,375.00,PPR Charge for tkt_143314,tkt_143314
li_0058843,inv_038189,,PPR Charge,USD,375.00,PPR Charge for tkt_143311,tkt_143311
li_0061308,inv_038984,,PPR Charge,USD,375.00,PPR Charge for tkt_154851,tkt_154851
li_0040785,inv_031129,,PPR Charge,AUD,500.00,PPR Charge for tkt_79763,tkt_79763
li_0040786,inv_031129,,PPR Charge,AUD,500.00,PPR Charge for tkt_79765,tkt_79765
li_0048422,inv_034204,,PPR Charge,USD,375.00,PPR Charge for tkt_93298,tkt_93298
li_0062611,inv_039364,,PPR Charge,USD,375.00,PPR Charge for tkt_160986,tkt_160986
li_0062876,inv_039433,,PPR Charge,USD,375.00,PPR Charge for tkt_162167,tkt_162167
li_0062877,inv_039433,,PPR Charge,USD,375.00,PPR Charge for tkt_162197,tkt_162197
li_0062878,inv_039433,,PPR Charge,USD,375.00,PPR Charge for tkt_162121,tkt_162121
li_0062879,inv_039433,,PPR Charge,USD,375.00,PPR Charge for tkt_162196,tkt_162196
li_0062880,inv_039433,,PPR Charge,USD,375.00,PPR Charge for tkt_162117,tkt_162117
li_0042443,inv_031774,,PPR Charge,AUD,500.00,PPR Charge for tkt_166075,tkt_166075
li_0042444,inv_031774,,PPR Charge,AUD,500.00,PPR Charge for tkt_166058,tkt_166058
li_0042445,inv_031774,,PPR Charge,AUD,500.00,PPR Charge for tkt_166074,tkt_166074
li_0042446,inv_031774,,PPR Charge,AUD,500.00,PPR Charge for tkt_166091,tkt_166091
li_0042447,inv_031774,,PPR Charge,AUD,500.00,PPR Charge for tkt_166032,tkt_166032
li_0042448,inv_031774,,PPR Charge,AUD,500.00,PPR Charge for tkt_166047,tkt_166047
li_0042449,inv_031774,,PPR Charge,AUD,500.00,PPR Charge for tkt_165989,tkt_165989
li_0042450,inv_031774,,PPR Charge,AUD,500.00,PPR Charge for tkt_166042,tkt_166042
li_0052063,inv_035725,,PPR Charge,AUD,500.00,PPR Charge for tkt_112034,tkt_112034
li_0028448,inv_025922,,PPR Charge,AUD,500.00,PPR Charge for tkt_89690,tkt_89690
li_0026409,inv_024955,,PPR Charge,USD,375.00,PPR Charge for tkt_165811,tkt_165811
li_0026410,inv_024955,,PPR Charge,USD,375.00,PPR Charge for tkt_165813,tkt_165813
li_0026411,inv_024955,,PPR Charge,USD,375.00,PPR Charge for tkt_165778,tkt_165778
li_0026412,inv_024955,,PPR Charge,USD,375.00,PPR Charge for tkt_165863,tkt_165863
li_0026413,inv_024955,,PPR Charge,USD,375.00,PPR Charge for tkt_165854,tkt_165854
li_0056317,inv_037342,,PPR Charge,USD,375.00,PPR Charge for tkt_131860,tkt_131860
li_0054986,inv_036823,,PPR Charge,USD,375.00,PPR Charge for tkt_125485,tkt_125485
li_0055353,inv_036981,,PPR Charge,AUD,500.00,PPR Charge for tkt_127067,tkt_127067
li_0055354,inv_036981,,PPR Charge,AUD,500.00,PPR Charge for tkt_127068,tkt_127068
li_0046202,inv_033289,,PPR Charge,AUD,500.00,PPR Charge for tkt_82980,tkt_82980
li_0049313,inv_034562,,PPR Charge,AUD,500.00,PPR Charge for tkt_98351,tkt_98351
li_0049314,inv_034562,,PPR Charge,AUD,500.00,PPR Charge for tkt_98357,tkt_98357
li_0062177,inv_039237,,PPR Charge,USD,375.00,PPR Charge for tkt_158983,tkt_158983
li_0062178,inv_039237,,PPR Charge,USD,375.00,PPR Charge for tkt_158937,tkt_158937
li_0062179,inv_039237,,PPR Charge,USD,375.00,PPR Charge for tkt_158959,tkt_158959
li_0045216,inv_032899,,PPR Charge,USD,375.00,PPR Charge for tkt_78233,tkt_78233
li_0043242,inv_032076,,PPR Charge,USD,375.00,PPR Charge for tkt_69962,tkt_69962
li_0061571,inv_039061,,PPR Charge,AUD,500.00,PPR Charge for tkt_156231,tkt_156231
li_0023057,inv_023057,prod_5,Retainer,AUD,1618.16,Retainer subscription payment (MONTHLY),
li_0032807,inv_027855,,PPR Charge,USD,375.00,PPR Charge for tkt_42816,tkt_42816
li_0032808,inv_027855,,PPR Charge,USD,375.00,PPR Charge for tkt_42817,tkt_42817
li_0010293,inv_010293,prod_4,WatchDog,USD,79.00,Premium (USD) subscription payment,
li_0021892,inv_021892,prod_6,Retainer,USD,700.00,Retainer subscription payment (MONTHLY),
li_0006957,inv_006957,prod_2,WatchDog,AUD,99.00,Premium (AUD) subscription payment,
li_0020730,inv_020730,prod_6,Retainer,USD,15868.41,Retainer Paid Monthly (USD) subscription payment,
li_0011194,inv_011194,prod_4,WatchDog,USD,79.00,Premium (USD) subscription payment,
li_0005129,inv_005129,prod_4,WatchDog,USD,79.00,Premium (USD) subscription payment,
li_0006497,inv_006497,prod_2,WatchDog,AUD,99.00,Premium (AUD) subscription payment,
li_0013132,inv_013132,prod_4,WatchDog,USD,79.00,Premium (USD) subscription payment,
li_0009094,inv_009094,prod_4,WatchDog,USD,79.00,Premium (USD) subscription payment,
li_0019809,inv_019809,prod_2,WatchDog,AUD,99.00,Premium (AUD) subscription payment,
li_0023394,inv_023394,prod_6,Retainer,USD,2070.22,Retainer subscription payment (MONTHLY),
li_0045306,inv_032934,,PPR Charge,USD,375.00,PPR Charge for tkt_78595,tkt_78595
li_0045307,inv_032934,,PPR Charge,USD,375.00,PPR Charge for tkt_78594,tkt_78594
li_0017955,inv_017955,prod_2,WatchDog,AUD,99.00,Premium (AUD) subscription payment,
li_0023206,inv_023206,prod_6,Retainer,USD,700.00,Retainer subscription payment (MONTHLY),
li_0013685,inv_013685,prod_4,WatchDog,USD,79.00,Premium (USD) subscription payment,
li_0023373,inv_023373,prod_5,Retainer,AUD,11275.80,Retainer subscription payment (MONTHLY),
li_0018852,inv_018852,prod_4,WatchDog,USD,79.00,Premium (USD) subscription payment,
li_0012167,inv_012167,prod_4,WatchDog,USD,79.00,Premium (USD) subscription payment,
li_0022938,inv_022938,prod_6,Retainer,USD,3941.64,Retainer subscription payment (MONTHLY),
li_0022795,inv_022795,prod_6,Retainer,USD,832.99,Retainer subscription payment (MONTHLY),
li_0022270,inv_022270,prod_6,Retainer,USD,4040.94,Retainer subscription payment (MONTHLY),
li_0009462,inv_009462,prod_4,WatchDog,USD,79.00,Premium (USD) subscription payment,
li_0010477,inv_010477,prod_3,WatchDog,USD,39.00,Basic (USD) subscription payment,
li_0022072,inv_022072,prod_6,Retainer,USD,765.92,Retainer subscription payment (MONTHLY),
li_0023380,inv_023380,prod_5,Retainer,AUD,1996.31,Retainer subscription payment (MONTHLY),
li_0018563,inv_018563,prod_2,WatchDog,AUD,99.00,Premium (AUD) subscription payment,
li_0017387,inv_017387,prod_4,WatchDog,USD,79.00,Premium (USD) subscription payment,
li_0060085,inv_038594,,PPR Charge,USD,375.00,PPR Charge for tkt_149397,tkt_149397
li_0016864,inv_016864,prod_4,WatchDog,USD,79.00,Premium (USD) subscription payment,
li_0017470,inv_017470,prod_4,WatchDog,USD,79.00,Premium (USD) subscription payment,
li_0015469,inv_015469,prod_4,WatchDog,USD,79.00,Premium (USD) subscription payment,
li_0017432,inv_017432,prod_4,WatchDog,USD,79.00,Premium (USD) subscription payment,
li_0017402,inv_017402,prod_4,WatchDog,USD,79.00,Premium (USD) subscription payment,
li_0016203,inv_016203,prod_4,WatchDog,USD,79.00,Premium (USD) subscription payment,
li_0036137,inv_029224,,PPR Charge,USD,375.00,PPR Charge for tkt_42399,tkt_42399
li_0055200,inv_036926,,PPR Charge,AUD,500.00,PPR Charge for tkt_126390,tkt_126390
li_0023425,inv_023425,prod_5,Retainer,AUD,743.25,Retainer subscription payment (MONTHLY),
li_0022896,inv_022896,prod_5,Retainer,AUD,700.00,Retainer subscription payment (MONTHLY),
li_0010078,inv_010078,prod_2,WatchDog,AUD,99.00,Premium (AUD) subscription payment,
li_0005589,inv_005589,prod_4,WatchDog,USD,79.00,Premium (USD) subscription payment,
li_0019845,inv_019845,prod_2,WatchDog,AUD,99.00,Premium (AUD) subscription payment,
li_0011891,inv_011891,prod_2,WatchDog,AUD,99.00,Premium (AUD) subscription payment,
li_0008913,inv_008913,prod_4,WatchDog,USD,79.00,Premium (USD) subscription payment,
li_0015373,inv_015373,prod_2,WatchDog,AUD,99.00,Premium (AUD) subscription payment,
li_0028695,inv_026059,,PPR Charge,USD,375.00,PPR Charge for tkt_18959,tkt_18959
li_0020038,inv_020038,prod_4,WatchDog,USD,79.00,Premium (USD) subscription payment,
li_0055948,inv_037207,,PPR Charge,USD,375.00,PPR Charge for tkt_130382,tkt_130382
li_0020537,inv_020537,prod_2,WatchDog,AUD,99.00,Premium (AUD) subscription payment,
li_0023114,inv_023114,prod_6,Retainer,USD,2410.18,Retainer subscription payment (MONTHLY),
li_0056694,inv_037472,,PPR Charge,AUD,500.00,PPR Charge for tkt_133555,tkt_133555
li_0056695,inv_037472,,PPR Charge,AUD,500.00,PPR Charge for tkt_133547,tkt_133547
li_0056696,inv_037472,,PPR Charge,AUD,500.00,PPR Charge for tkt_133554,tkt_133554
li_0018994,inv_018994,prod_4,WatchDog,USD,79.00,Premium (USD) subscription payment,
li_0014060,inv_014060,prod_4,WatchDog,USD,79.00,Premium (USD) subscription payment,
li_0012217,inv_012217,prod_4,WatchDog,USD,79.00,Premium (USD) subscription payment,
li_0023043,inv_023043,prod_5,Retainer,AUD,2093.81,Retainer subscription payment (MONTHLY),
li_0018339,inv_018339,prod_4,WatchDog,USD,79.00,Premium (USD) subscription payment,
li_0013619,inv_013619,prod_4,WatchDog,USD,79.00,Premium (USD) subscription payment,
li_0018443,inv_018443,prod_4,WatchDog,USD,79.00,Premium (USD) subscription payment,
li_0018170,inv_018170,prod_4,WatchDog,USD,79.00,Premium (USD) subscription payment,
li_0018479,inv_018479,prod_4,WatchDog,USD,79.00,Premium (USD) subscription payment,
li_0022998,inv_022998,prod_6,Retainer,USD,700.00,Retainer subscription payment (MONTHLY),
li_0020740,inv_020740,prod_4,WatchDog,USD,79.00,Premium (USD) subscription payment,
li_0062222,inv_039251,,PPR Charge,USD,375.00,PPR Charge for tkt_159131,tkt_159131
li_0002003,inv_002003,prod_4,WatchDog,USD,79.00,Premium (USD) subscription payment,
li_0007595,inv_007595,prod_4,WatchDog,USD,79.00,Premium (USD) subscription payment,
li_0023195,inv_023195,prod_5,Retainer,AUD,915.58,Retainer subscription payment (MONTHLY),
li_0020659,inv_020659,prod_2,WatchDog,AUD,99.00,Premium (AUD) subscription payment,
li_0026153,inv_024851,,PPR Charge,USD,375.00,PPR Charge for tkt_9862,tkt_9862
li_0054147,inv_036502,,PPR Charge,USD,375.00,PPR Charge for tkt_121381,tkt_121381
li_0054148,inv_036502,,PPR Charge,USD,375.00,PPR Charge for tkt_121379,tkt_121379
li_0054149,inv_036502,,PPR Charge,USD,375.00,PPR Charge for tkt_121384,tkt_121384
li_0020865,inv_020865,prod_4,WatchDog,USD,79.00,Premium (USD) subscription payment,
li_0023313,inv_023313,prod_6,Retainer,USD,14316.60,Retainer subscription payment (MONTHLY),
li_0013343,inv_013343,prod_2,WatchDog,AUD,99.00,Premium (AUD) subscription payment,
li_0020473,inv_020473,prod_4,WatchDog,USD,79.00,Premium (USD) subscription payment,
li_0016636,inv_016636,prod_4,WatchDog,USD,79.00,Premium (USD) subscription payment,
li_0019684,inv_019684,prod_4,WatchDog,USD,79.00,Premium (USD) subscription payment,
li_0000277,inv_000277,prod_4,WatchDog,USD,79.00,Premium (USD) subscription payment,
li_0016518,inv_016518,prod_4,WatchDog,USD,79.00,Premium (USD) subscription payment,
li_0019334,inv_019334,prod_2,WatchDog,AUD,99.00,Premium (AUD) subscription payment,
li_0007527,inv_007527,prod_2,WatchDog,AUD,99.00,Premium (AUD) subscription payment,
li_0022690,inv_022690,prod_5,Retainer,AUD,5509.97,Retainer subscription payment (MONTHLY),
li_0061287,inv_038975,,PPR Charge,USD,375.00,PPR Charge for tkt_154824,tkt_154824
li_0061288,inv_038975,,PPR Charge,USD,375.00,PPR Charge for tkt_154776,tkt_154776
li_0012522,inv_012522,prod_4,WatchDog,USD,79.00,Premium (USD) subscription payment,
li_0014729,inv_014729,prod_2,WatchDog,AUD,99.00,Premium (AUD) subscription payment,
li_0017275,inv_017275,prod_4,WatchDog,USD,79.00,Premium (USD) subscription payment,
li_0013376,inv_013376,prod_4,WatchDog,USD,79.00,Premium (USD) subscription payment,
li_0016992,inv_016992,prod_4,WatchDog,USD,79.00,Premium (USD) subscription payment,
li_0003015,inv_003015,prod_2,WatchDog,AUD,99.00,Premium (AUD) subscription payment,
li_0017141,inv_017141,prod_2,WatchDog,AUD,99.00,Premium (AUD) subscription payment,
li_0059693,inv_038455,,PPR Charge,USD,375.00,PPR Charge for tkt_147630,tkt_147630
li_0018028,inv_018028,prod_2,WatchDog,AUD,99.00,Premium (AUD) subscription payment,
li_0018417,inv_018417,prod_2,WatchDog,AUD,99.00,Premium (AUD) subscription payment,
li_0020062,inv_020062,prod_4,WatchDog,USD,79.00,Premium (USD) subscription payment,
